Customer_ID,Age,Gender,Annual_Income,Policy_Type,Policy_Tenure,Premium_Amount,Vehicle_Type,Vehicle_Age,Previous_Claims,Accident_History,Annual_Mileage,Traffic_Violations,Occupation,Claim,Claim_Probability,Risk_Score,Risk_Level
100560,33,Female,189015441,Basic,4,7550402,SUV,3,0,Yes,13217,1,Engineer,1,80.67,80.67,HIGH
100561,41,Male,221315916,Standard,1,3176082,Motorcycle,2,2,No,18583,1,Driver,1,81.67,81.67,HIGH
100562,33,Male,237169898,Premium,1,7478444,Pickup,11,0,No,40380,2,Driver,0,46.67,46.67,MEDIUM
100563,19,Female,155840532,Basic,7,4408939,Pickup,4,0,No,37318,2,Business Owner,1,81.33,81.33,HIGH
100564,66,Male,80376477,Basic,7,12847138,Motorcycle,2,2,No,18800,3,Driver,1,82.33,82.33,HIGH
100565,45,Male,97792724,Standard,2,12062213,Motorcycle,13,0,No,33212,0,Student,1,66.67,66.67,MEDIUM
100566,49,Male,220217007,Standard,9,5537229,Sedan,2,1,No,30492,2,Office Worker,1,75.67,75.67,HIGH
100567,44,Male,144879222,Premium,9,11626691,Sedan,3,0,Yes,35592,2,Business Owner,1,74.33,74.33,HIGH
100568,37,Female,117773200,Basic,5,10649169,Hatchback,7,2,Yes,8233,1,Engineer,1,92.67,92.67,HIGH
100569,41,Female,70444007,Standard,3,12399772,Hatchback,1,1,Yes,25019,1,Driver,1,77.0,77.0,HIGH
100570,29,Female,193539602,Basic,3,5952034,Hatchback,3,1,No,14447,1,Business Owner,1,78.67,78.67,HIGH
100571,67,Female,218413262,Basic,3,3458547,SUV,10,0,Yes,17036,1,Business Owner,1,74.33,74.33,HIGH
100572,52,Female,177925384,Standard,6,13079397,Pickup,15,2,No,13998,2,Business Owner,1,84.33,84.33,HIGH
100573,50,Female,157414643,Standard,4,11936271,SUV,2,0,No,35801,0,Driver,1,66.67,66.67,MEDIUM
100574,50,Female,67322633,Standard,8,9306135,Motorcycle,6,2,No,27871,1,Engineer,1,65.67,65.67,MEDIUM
100575,68,Female,126158251,Basic,5,14506530,Sedan,15,1,No,30076,1,Business Owner,1,88.67,88.67,HIGH
100576,60,Female,30478878,Standard,1,14467819,Motorcycle,1,1,Yes,47739,1,Business Owner,1,85.67,85.67,HIGH
100577,54,Female,240792086,Standard,9,9640050,Motorcycle,0,1,No,31152,1,Business Owner,1,38.0,38.0,MEDIUM
100578,29,Male,30679487,Premium,1,4420690,Sedan,9,1,Yes,4429,1,Teacher,1,82.0,82.0,HIGH
100579,20,Female,174943987,Basic,6,2320055,Motorcycle,0,1,No,13381,0,Driver,0,5.33,5.33,LOW
100580,18,Male,147280861,Basic,1,1317152,Hatchback,5,1,Yes,4987,3,Teacher,1,87.0,87.0,HIGH
100581,50,Male,244730336,Standard,3,13130369,Sedan,2,1,No,32319,0,Student,1,68.33,68.33,MEDIUM
100582,57,Male,198868856,Standard,10,5892812,Motorcycle,6,1,No,25655,0,Engineer,0,6.33,6.33,LOW
100583,27,Male,27914611,Basic,5,8596477,Hatchback,7,2,No,22266,0,Business Owner,1,90.67,90.67,HIGH
100584,60,Female,139591413,Premium,10,13848633,Hatchback,4,0,No,46737,0,Teacher,1,76.67,76.67,HIGH
100585,61,Male,178242624,Basic,7,1073916,Pickup,4,3,Yes,14889,2,Business Owner,0,8.67,8.67,LOW
100586,46,Female,222600299,Premium,10,9814749,Hatchback,11,2,No,4547,0,Teacher,1,84.33,84.33,HIGH
100587,30,Female,132252450,Basic,8,14606497,SUV,1,3,No,47275,1,Business Owner,1,83.67,83.67,HIGH
100588,29,Male,41037706,Standard,9,11406557,Sedan,7,1,No,36281,1,Driver,1,77.33,77.33,HIGH
100589,48,Female,74558625,Premium,6,13642226,Sedan,9,1,No,48056,3,Student,1,69.33,69.33,MEDIUM
100590,63,Male,145262351,Basic,9,7070517,Sedan,15,0,Yes,16550,0,Business Owner,1,81.0,81.0,HIGH
100591,19,Male,239656264,Premium,8,5598615,Motorcycle,12,0,No,8174,2,Teacher,1,76.0,76.0,HIGH
100592,68,Female,125962079,Standard,9,13172207,Motorcycle,0,2,No,39334,1,Business Owner,1,76.67,76.67,HIGH
100593,67,Female,238092110,Premium,10,1609003,SUV,9,1,No,23187,0,Driver,0,5.67,5.67,LOW
100594,52,Male,146043083,Standard,4,3333728,Hatchback,8,0,No,6938,0,Engineer,1,72.33,72.33,HIGH
100595,40,Female,184335904,Basic,9,9445288,Motorcycle,0,2,No,4471,1,Engineer,1,80.0,80.0,HIGH
100596,34,Female,125420844,Basic,7,11438985,Hatchback,0,1,Yes,19721,0,Student,1,80.0,80.0,HIGH
100597,43,Female,235852813,Basic,5,5700671,Hatchback,0,1,Yes,10051,3,Engineer,1,85.67,85.67,HIGH
100598,25,Male,196652088,Basic,5,14214545,Motorcycle,6,0,No,10444,1,Business Owner,1,81.67,81.67,HIGH
100599,46,Male,221793272,Basic,1,13257042,Motorcycle,3,2,No,30657,0,Driver,0,5.0,5.0,LOW
100600,43,Female,32039879,Basic,2,12621446,SUV,11,1,No,39180,1,Business Owner,0,6.67,6.67,LOW
100601,27,Female,158357639,Standard,10,12443927,Pickup,6,1,No,32799,1,Business Owner,1,79.0,79.0,HIGH
100602,43,Female,228441818,Standard,3,1018510,Sedan,4,2,No,5392,1,Student,1,74.67,74.67,HIGH
100603,51,Female,233288957,Basic,8,13120232,Motorcycle,15,3,No,18729,0,Engineer,1,91.67,91.67,HIGH
100604,68,Female,59895115,Basic,6,14048617,Motorcycle,11,1,No,36744,1,Engineer,1,87.67,87.67,HIGH
100605,58,Male,45407616,Standard,10,4460054,Hatchback,15,1,Yes,46205,4,Engineer,1,89.33,89.33,HIGH
100606,24,Female,232321194,Basic,5,14342899,Pickup,13,0,No,32709,1,Teacher,0,8.33,8.33,LOW
100607,21,Male,245957927,Basic,1,12036931,Motorcycle,6,2,No,39836,1,Business Owner,1,88.33,88.33,HIGH
100608,70,Female,78005353,Basic,9,14309699,Pickup,9,2,Yes,12895,1,Driver,1,87.67,87.67,HIGH
100609,67,Male,98416381,Premium,3,7982660,Sedan,13,0,No,20255,0,Driver,1,70.0,70.0,HIGH
100610,62,Female,28305610,Premium,3,1936232,Hatchback,6,1,No,6409,2,Business Owner,0,5.67,5.67,LOW
100611,28,Male,50619046,Standard,2,5948587,SUV,3,2,No,15744,1,Office Worker,1,81.0,81.0,HIGH
100612,46,Female,27088618,Standard,4,14118294,Sedan,1,0,No,4549,1,Business Owner,0,6.33,6.33,LOW
100613,53,Male,138883998,Standard,2,2968487,Pickup,7,2,Yes,18085,3,Teacher,1,88.0,88.0,HIGH
100614,42,Male,122802512,Standard,9,10974116,Pickup,1,3,Yes,47467,1,Engineer,1,86.0,86.0,HIGH
100615,38,Male,124993056,Standard,10,6475260,Sedan,15,0,Yes,23845,0,Business Owner,0,7.67,7.67,LOW
100616,53,Male,237314527,Standard,7,2419702,Pickup,8,2,No,17736,0,Teacher,1,85.33,85.33,HIGH
100617,27,Male,213950228,Basic,8,8793994,SUV,4,1,Yes,38389,1,Office Worker,1,58.67,58.67,MEDIUM
100618,54,Male,39094164,Basic,3,1052748,SUV,8,4,No,5529,1,Business Owner,0,9.0,9.0,LOW
100619,26,Female,121919975,Standard,6,13379789,Pickup,14,1,No,46117,0,Engineer,1,86.67,86.67,HIGH
100620,41,Male,249863799,Premium,10,10499835,Pickup,8,2,Yes,29932,2,Student,1,89.0,89.0,HIGH
100621,52,Female,77924805,Standard,6,14930439,SUV,13,0,No,11351,0,Driver,0,5.67,5.67,LOW
100622,66,Female,40741873,Premium,1,5097304,Pickup,7,1,No,46062,0,Office Worker,0,11.67,11.67,LOW
100623,52,Female,48835237,Premium,6,1028669,Motorcycle,7,0,No,14000,3,Student,0,7.67,7.67,LOW
100624,65,Female,107272164,Basic,3,12934834,Hatchback,3,3,No,45959,3,Driver,1,89.0,89.0,HIGH
100625,53,Female,86669567,Standard,3,11774443,Motorcycle,15,1,No,42167,2,Student,1,88.0,88.0,HIGH
100626,35,Male,131238773,Standard,3,2969387,Pickup,13,1,No,38349,1,Business Owner,1,84.67,84.67,HIGH
100627,66,Male,132583175,Premium,10,4949905,Pickup,3,2,No,25949,3,Business Owner,1,64.0,64.0,MEDIUM
100628,56,Male,133422376,Premium,10,7986249,Hatchback,13,0,Yes,30569,1,Driver,1,68.0,68.0,MEDIUM
100629,49,Female,165879792,Standard,8,13816582,Pickup,1,3,No,49694,0,Driver,1,58.33,58.33,MEDIUM
100630,41,Male,226543906,Basic,5,11256299,Hatchback,3,0,No,22318,1,Business Owner,1,64.67,64.67,MEDIUM
100631,40,Male,212184498,Standard,4,7317197,SUV,15,2,No,21695,2,Business Owner,1,78.33,78.33,HIGH
100632,49,Male,164946122,Basic,9,2201934,Hatchback,3,1,Yes,18168,2,Teacher,0,9.0,9.0,LOW
100633,54,Male,207606679,Standard,9,9392207,Hatchback,5,2,No,40096,0,Driver,0,7.67,7.67,LOW
100634,29,Male,154295152,Premium,1,10565697,Motorcycle,2,2,No,42591,3,Driver,1,82.33,82.33,HIGH
100635,66,Female,109634772,Standard,2,6008029,Pickup,1,1,Yes,23712,0,Teacher,0,7.33,7.33,LOW
100636,30,Male,128046258,Standard,8,12811869,SUV,14,0,No,22500,1,Driver,1,72.33,72.33,HIGH
100637,40,Female,213016065,Standard,5,3600017,Sedan,7,2,Yes,6747,3,Engineer,0,82.33,82.33,HIGH
100638,42,Female,209116286,Standard,7,10711646,Hatchback,1,0,Yes,26208,1,Teacher,0,6.67,6.67,LOW
100639,52,Female,203237543,Basic,1,9306411,Sedan,7,1,No,37227,1,Engineer,0,6.0,6.0,LOW
100640,58,Female,76946342,Standard,10,3362351,Pickup,6,0,No,7430,0,Business Owner,1,76.0,76.0,HIGH
100641,47,Female,91556571,Premium,5,1645452,Hatchback,2,1,No,21835,1,Engineer,1,70.0,70.0,HIGH
100642,34,Male,174432314,Premium,3,2655443,Sedan,5,0,No,43099,2,Office Worker,0,55.0,55.0,MEDIUM
100643,66,Male,235297104,Basic,10,6347697,Motorcycle,5,1,No,31927,1,Business Owner,1,85.33,85.33,HIGH
100644,37,Male,146906181,Premium,2,11490402,Sedan,9,0,No,46948,1,Office Worker,0,28.33,28.33,LOW
100645,65,Female,45658359,Standard,2,6728790,Motorcycle,13,1,No,11963,2,Student,1,82.0,82.0,HIGH
100646,42,Male,46688293,Basic,9,10970793,SUV,4,1,Yes,24425,1,Office Worker,1,64.67,64.67,MEDIUM
100647,39,Male,221084763,Basic,4,2390688,Pickup,12,0,No,20495,1,Student,1,80.0,80.0,HIGH
100648,30,Female,177940481,Basic,4,13277989,Sedan,7,2,Yes,47271,1,Office Worker,1,86.33,86.33,HIGH
100649,36,Female,66495670,Premium,7,8967090,Hatchback,14,1,No,15598,0,Student,1,75.0,75.0,HIGH
100650,66,Female,184461668,Standard,10,9909923,Pickup,10,1,Yes,12786,1,Student,1,85.67,85.67,HIGH
100651,53,Female,67327410,Standard,10,2467836,Sedan,15,2,Yes,13921,1,Business Owner,1,87.0,87.0,HIGH
100652,29,Male,52188467,Basic,2,4298771,Hatchback,11,2,No,45241,1,Driver,1,88.67,88.67,HIGH
100653,58,Female,246478467,Standard,3,2828918,Hatchback,15,0,No,33253,2,Driver,1,86.0,86.0,HIGH
100654,36,Female,187836181,Basic,3,8978503,Hatchback,4,3,No,22969,0,Business Owner,1,87.33,87.33,HIGH
100655,29,Male,142959897,Standard,6,12127207,Hatchback,15,1,No,26985,1,Student,1,87.33,87.33,HIGH
100656,26,Male,187912432,Standard,3,8338298,Sedan,6,0,Yes,14020,2,Driver,0,76.67,76.67,HIGH
100657,24,Female,160789866,Basic,5,13346495,SUV,15,1,No,38141,1,Driver,1,83.0,83.0,HIGH
100658,45,Male,142124771,Premium,4,3170972,Motorcycle,5,0,No,32461,2,Office Worker,1,75.33,75.33,HIGH
100659,31,Female,136069241,Basic,3,3730502,Motorcycle,10,0,No,17352,1,Engineer,1,80.0,80.0,HIGH
100660,48,Female,102821196,Standard,8,6981441,Motorcycle,14,0,No,18344,0,Business Owner,1,74.0,74.0,HIGH
100661,69,Male,69171571,Standard,10,9940372,SUV,6,0,No,44301,0,Engineer,0,5.67,5.67,LOW
100662,36,Male,147621215,Standard,3,7813573,Hatchback,12,1,No,16125,2,Student,1,88.33,88.33,HIGH
100663,64,Female,209775632,Basic,6,12990235,Hatchback,8,0,No,40491,0,Office Worker,1,70.67,70.67,HIGH
100664,33,Female,105514152,Basic,7,13200687,Pickup,2,2,No,22202,1,Driver,0,7.33,7.33,LOW
100665,70,Female,172686627,Premium,7,11177641,Motorcycle,9,2,No,45232,1,Teacher,1,83.33,83.33,HIGH
100666,22,Male,216043666,Basic,2,2168931,Motorcycle,6,1,No,3709,0,Office Worker,0,9.0,9.0,LOW
100667,52,Female,145813819,Premium,3,4215775,Hatchback,12,1,No,9992,1,Business Owner,1,77.33,77.33,HIGH
100668,29,Female,142990754,Premium,10,13724780,Motorcycle,9,2,No,36506,1,Student,0,5.67,5.67,LOW
100669,42,Female,99110701,Basic,10,6246761,Hatchback,2,0,No,29354,2,Office Worker,0,64.0,64.0,MEDIUM
100670,69,Female,95606695,Basic,4,3637108,Hatchback,12,2,Yes,16233,0,Office Worker,1,70.67,70.67,HIGH
100671,38,Female,27848439,Standard,7,7523245,Hatchback,1,1,No,7590,0,Office Worker,1,79.0,79.0,HIGH
100672,53,Male,47755322,Premium,2,11513866,Sedan,15,0,Yes,31706,2,Driver,1,82.67,82.67,HIGH
100673,70,Female,184060763,Premium,3,5942422,Sedan,11,1,Yes,16718,1,Student,1,89.67,89.67,HIGH
100674,40,Female,72453056,Standard,7,7945098,Sedan,6,0,Yes,25471,1,Driver,1,84.67,84.67,HIGH
100675,33,Female,138772457,Standard,7,3023106,Sedan,3,0,Yes,39486,1,Office Worker,1,75.0,75.0,HIGH
100676,56,Female,157657361,Basic,10,7613002,SUV,0,1,No,16105,0,Driver,0,5.0,5.0,LOW
100677,62,Male,119797607,Premium,3,1366074,Pickup,5,1,No,43969,0,Driver,1,76.67,76.67,HIGH
100678,70,Male,201106080,Premium,1,6221610,Pickup,10,1,No,8081,1,Business Owner,1,75.33,75.33,HIGH
100679,59,Male,228348427,Basic,3,11372638,Hatchback,5,1,No,45697,0,Engineer,1,39.67,39.67,MEDIUM
100680,56,Female,31427095,Basic,5,12783101,Motorcycle,5,1,Yes,29718,0,Engineer,1,91.67,91.67,HIGH
100681,31,Female,90771889,Basic,7,9655259,Sedan,1,0,No,23384,2,Business Owner,1,78.67,78.67,HIGH
100682,48,Male,72206309,Basic,4,1177375,Pickup,0,1,No,7545,1,Business Owner,0,5.33,5.33,LOW
100683,22,Male,196303834,Premium,1,4248280,Pickup,2,0,Yes,8339,1,Teacher,1,76.33,76.33,HIGH
100684,52,Male,153249992,Standard,6,12690075,Sedan,11,1,Yes,18353,0,Driver,1,86.0,86.0,HIGH
100685,40,Female,187311055,Basic,2,6902232,SUV,13,0,No,29376,1,Teacher,1,80.0,80.0,HIGH
100686,46,Female,122206455,Basic,3,3227666,SUV,1,0,Yes,31028,0,Driver,0,5.67,5.67,LOW
100687,60,Male,165500555,Premium,4,6268410,Pickup,5,0,No,22100,0,Student,1,54.0,54.0,MEDIUM
100688,28,Male,123569502,Standard,6,11727108,SUV,12,1,Yes,7302,0,Engineer,1,78.33,78.33,HIGH
100689,35,Male,134402583,Standard,6,14646793,Sedan,11,0,Yes,4809,0,Driver,1,83.67,83.67,HIGH
100690,64,Female,149233078,Basic,7,7400553,Pickup,5,0,Yes,31917,2,Student,1,88.0,88.0,HIGH
100691,29,Female,156324557,Premium,5,11215277,Sedan,12,2,No,8830,0,Teacher,1,86.33,86.33,HIGH
100692,26,Female,73442092,Premium,7,13503969,SUV,4,1,Yes,21381,0,Engineer,0,58.0,58.0,MEDIUM
100693,27,Male,64576088,Basic,2,6985507,Sedan,9,3,Yes,5130,2,Student,1,88.67,88.67,HIGH
100694,61,Male,189208126,Basic,1,4625153,SUV,9,1,No,7412,1,Student,0,7.0,7.0,LOW
100695,34,Female,31519585,Basic,10,11977809,SUV,4,1,No,13884,0,Business Owner,0,8.33,8.33,LOW
100696,55,Male,33132162,Basic,8,2100620,Sedan,8,3,No,38564,1,Office Worker,1,79.67,79.67,HIGH
100697,24,Female,46588887,Standard,1,2008882,SUV,13,0,No,27132,0,Office Worker,0,10.0,10.0,LOW
100698,63,Male,168710717,Premium,2,9519044,Hatchback,4,3,No,49775,1,Office Worker,1,66.67,66.67,MEDIUM
100699,30,Male,183542825,Standard,10,5283667,Sedan,12,2,Yes,25707,1,Student,1,84.67,84.67,HIGH
100700,57,Male,152845448,Premium,6,11806721,Hatchback,9,0,No,33478,1,Driver,0,4.33,4.33,LOW
100701,59,Male,30055769,Standard,1,11064510,Sedan,5,0,No,9745,0,Teacher,0,5.33,5.33,LOW
100702,26,Female,121707475,Standard,10,2619530,SUV,10,1,No,48655,1,Office Worker,1,66.67,66.67,MEDIUM
100703,67,Male,41613311,Standard,3,4565117,SUV,3,0,No,40970,2,Driver,1,73.67,73.67,HIGH
100704,44,Female,123958695,Basic,7,8797215,Pickup,9,0,Yes,37323,4,Engineer,1,88.33,88.33,HIGH
100705,19,Female,91104329,Standard,8,8239967,Pickup,13,1,No,14882,1,Teacher,1,87.0,87.0,HIGH
100706,22,Female,249165074,Standard,4,5600505,Hatchback,13,0,No,14764,2,Teacher,1,88.67,88.67,HIGH
100707,46,Male,151099266,Basic,3,12521713,SUV,15,2,No,27565,2,Office Worker,1,87.0,87.0,HIGH
100708,54,Female,215124183,Standard,1,12556861,Pickup,14,2,No,7443,1,Student,1,74.67,74.67,HIGH
100709,55,Female,46079044,Standard,9,12646629,SUV,0,0,No,16583,0,Business Owner,1,64.67,64.67,MEDIUM
100710,36,Female,249613570,Premium,10,6343926,Sedan,3,1,Yes,44290,1,Student,1,78.33,78.33,HIGH
100711,25,Male,55271417,Standard,6,13620315,Pickup,1,0,No,13136,0,Teacher,1,73.0,73.0,HIGH
100712,65,Male,42321242,Premium,6,14799753,Hatchback,9,2,No,24223,1,Driver,1,82.0,82.0,HIGH
100713,62,Female,171914416,Standard,9,1397046,Pickup,2,0,Yes,23342,0,Engineer,0,4.0,4.0,LOW
100714,18,Male,54540622,Standard,1,12459408,SUV,6,1,No,12876,0,Teacher,1,65.0,65.0,MEDIUM
100715,39,Female,131906786,Standard,6,6374485,Motorcycle,6,3,No,3746,0,Student,1,83.33,83.33,HIGH
100716,69,Female,132147723,Premium,5,7010794,Motorcycle,0,3,No,37952,0,Teacher,1,69.0,69.0,MEDIUM
100717,34,Male,190457588,Standard,6,3249170,SUV,7,1,Yes,27330,1,Business Owner,1,88.67,88.67,HIGH
100718,24,Female,180467033,Standard,8,11771408,Sedan,15,2,No,17052,2,Business Owner,1,91.33,91.33,HIGH
100719,42,Male,152219374,Standard,5,2683415,Pickup,6,0,Yes,45344,0,Engineer,0,7.0,7.0,LOW
100720,62,Male,142708961,Standard,2,4463587,Motorcycle,0,2,No,35576,1,Office Worker,1,64.67,64.67,MEDIUM
100721,21,Female,212400150,Basic,2,9023647,Sedan,7,2,No,31606,2,Student,1,88.33,88.33,HIGH
100722,53,Male,66175390,Basic,10,12459705,SUV,13,1,No,34001,5,Teacher,1,85.33,85.33,HIGH
100723,23,Male,215132657,Basic,5,13095479,Sedan,13,1,Yes,12210,0,Student,1,89.0,89.0,HIGH
100724,48,Female,113316755,Premium,3,14673209,SUV,1,0,No,18079,0,Business Owner,1,75.0,75.0,HIGH
100725,36,Female,57059531,Basic,10,1111597,Pickup,7,2,No,30154,0,Driver,1,83.0,83.0,HIGH
100726,61,Male,171781654,Basic,3,5367226,Sedan,2,0,No,31687,1,Student,0,4.0,4.0,LOW
100727,56,Male,218584259,Standard,8,10799987,Pickup,9,1,No,10148,0,Business Owner,0,6.67,6.67,LOW
100728,44,Female,30918806,Basic,7,3394019,Sedan,6,0,No,15855,1,Driver,0,6.67,6.67,LOW
100729,27,Male,234839791,Standard,1,4836827,SUV,12,1,No,31516,2,Office Worker,1,85.67,85.67,HIGH
100730,43,Male,40272118,Basic,5,5979021,SUV,5,3,No,18473,2,Office Worker,1,92.0,92.0,HIGH
100731,36,Male,216371631,Premium,9,13579769,Sedan,4,1,No,33285,0,Business Owner,1,46.0,46.0,MEDIUM
100732,56,Male,117913792,Premium,4,13064163,SUV,14,0,No,25557,1,Business Owner,1,80.0,80.0,HIGH
100733,20,Male,35986741,Premium,1,6184837,Hatchback,15,2,No,45502,1,Office Worker,1,89.0,89.0,HIGH
100734,62,Male,38356632,Standard,8,5127741,Hatchback,10,1,No,17219,0,Business Owner,1,81.0,81.0,HIGH
100735,30,Male,206298753,Standard,5,11077832,Pickup,9,0,No,47006,1,Engineer,0,6.67,6.67,LOW
100736,67,Female,36685762,Basic,2,11849044,Hatchback,13,3,Yes,42965,0,Student,0,9.0,9.0,LOW
100737,45,Female,152163769,Basic,1,7098492,Hatchback,10,3,No,37470,0,Engineer,1,82.33,82.33,HIGH
100738,37,Female,202369236,Basic,3,8719161,Motorcycle,1,2,Yes,41297,2,Driver,0,10.33,10.33,LOW
100739,45,Female,242477971,Standard,9,13931037,Motorcycle,1,1,No,42984,1,Business Owner,0,10.0,10.0,LOW
100740,25,Female,104238576,Standard,1,11259550,Motorcycle,12,1,No,48380,1,Business Owner,1,87.67,87.67,HIGH
100741,58,Male,67926707,Standard,4,13461351,Motorcycle,11,0,No,43423,2,Driver,1,78.67,78.67,HIGH
100742,56,Male,232631828,Basic,8,12281667,SUV,14,2,No,41185,1,Student,1,81.0,81.0,HIGH
100743,18,Male,228692477,Standard,8,8818014,Pickup,0,2,Yes,9324,1,Office Worker,1,81.67,81.67,HIGH
100744,20,Male,232521788,Standard,10,1194202,Pickup,13,2,No,23257,1,Engineer,1,75.67,75.67,HIGH
100745,30,Female,160097824,Standard,8,5516025,Hatchback,8,1,No,11313,1,Student,1,76.0,76.0,HIGH
100746,45,Male,187973989,Standard,10,13316664,Pickup,15,0,No,29052,5,Office Worker,0,8.67,8.67,LOW
100747,66,Male,78256185,Basic,8,12217988,Hatchback,10,1,No,27603,1,Office Worker,0,6.0,6.0,LOW
100748,42,Female,239499577,Premium,4,3538309,Pickup,7,3,No,24762,1,Business Owner,1,82.33,82.33,HIGH
100749,50,Male,76923821,Standard,8,2615620,Sedan,7,1,No,21508,2,Driver,1,77.0,77.0,HIGH
100750,55,Male,169233395,Basic,9,6847898,Sedan,0,0,No,19815,3,Teacher,1,75.33,75.33,HIGH
100751,70,Female,224214030,Basic,7,7252551,Pickup,4,1,No,7974,1,Business Owner,1,73.67,73.67,HIGH
100752,23,Male,56087640,Standard,2,7712584,SUV,11,2,No,23161,1,Teacher,1,93.0,93.0,HIGH
100753,61,Male,194245460,Premium,9,14189902,Hatchback,5,1,Yes,32730,0,Driver,0,69.0,69.0,MEDIUM
100754,62,Male,115645463,Standard,8,12319032,Pickup,14,2,No,15723,0,Business Owner,1,86.33,86.33,HIGH
100755,49,Male,89940921,Basic,5,14844072,Hatchback,1,0,No,18473,1,Engineer,1,52.67,52.67,MEDIUM
100756,62,Male,225556420,Premium,3,1300767,Motorcycle,9,1,No,4085,0,Business Owner,1,69.0,69.0,MEDIUM
100757,64,Female,208101509,Standard,7,6044039,Pickup,14,2,No,25579,3,Engineer,1,87.67,87.67,HIGH
100758,38,Female,142738096,Standard,2,4978222,SUV,4,2,No,25643,1,Teacher,0,7.67,7.67,LOW
100759,33,Female,219343786,Standard,3,13639602,Motorcycle,5,0,No,29670,0,Student,0,46.33,46.33,MEDIUM
100760,38,Female,160109743,Basic,9,10536164,Pickup,8,1,Yes,21869,1,Student,1,90.0,90.0,HIGH
100761,28,Female,155604395,Standard,4,1517926,Sedan,14,2,No,18771,1,Teacher,1,85.67,85.67,HIGH
100762,54,Female,220421486,Standard,4,7807173,Pickup,9,4,Yes,44060,0,Teacher,1,90.33,90.33,HIGH
100763,53,Male,90184214,Premium,3,10310202,Sedan,0,1,Yes,13346,0,Business Owner,1,68.0,68.0,MEDIUM
100764,52,Female,169574403,Standard,5,8647442,Sedan,12,2,No,24462,2,Student,0,11.0,11.0,LOW
100765,36,Female,106248346,Standard,3,6068379,Pickup,9,2,No,42970,3,Office Worker,1,88.33,88.33,HIGH
100766,37,Male,211200724,Standard,9,7009321,Pickup,2,0,No,22432,0,Engineer,1,31.0,31.0,MEDIUM
100767,35,Male,61425691,Premium,3,9844690,Sedan,11,4,No,16174,3,Teacher,1,85.0,85.0,HIGH
100768,64,Female,42631957,Premium,2,10816702,Hatchback,8,3,No,20183,0,Driver,0,72.67,72.67,HIGH
100769,58,Male,124398503,Standard,5,7732446,Motorcycle,14,0,No,32697,1,Engineer,1,78.67,78.67,HIGH
100770,66,Female,162569942,Standard,6,8807818,SUV,13,1,Yes,8611,2,Business Owner,1,85.67,85.67,HIGH
100771,31,Male,77355263,Standard,1,4716714,Pickup,0,4,No,49959,1,Student,1,67.33,67.33,MEDIUM
100772,32,Female,125444098,Standard,6,11749014,Motorcycle,0,3,No,25393,0,Student,0,5.67,5.67,LOW
100773,48,Male,179005031,Basic,10,9241730,Motorcycle,0,2,No,28871,2,Office Worker,0,8.0,8.0,LOW
100774,18,Male,130307377,Standard,3,1475197,Hatchback,6,3,Yes,8263,0,Student,1,91.67,91.67,HIGH
100775,70,Female,86395288,Basic,4,2180034,Motorcycle,12,2,No,44394,2,Business Owner,0,11.33,11.33,LOW
100776,20,Female,47158515,Premium,6,7218897,Pickup,4,2,No,24954,1,Business Owner,1,82.0,82.0,HIGH
100777,33,Female,71433264,Basic,8,7506648,Motorcycle,5,3,No,14996,2,Driver,1,86.33,86.33,HIGH
100778,40,Female,111904519,Premium,9,10679466,Pickup,12,0,No,13805,1,Engineer,0,6.67,6.67,LOW
100779,28,Female,85348918,Standard,6,5163219,Pickup,14,1,No,12107,0,Engineer,1,80.33,80.33,HIGH
100780,29,Male,41912586,Standard,7,11271417,Sedan,13,3,Yes,13467,1,Engineer,0,12.0,12.0,LOW
100781,27,Female,243960444,Standard,5,10271125,Hatchback,7,2,No,24024,1,Driver,1,84.33,84.33,HIGH
100782,49,Female,153798911,Basic,9,14834417,SUV,13,1,No,44607,1,Driver,1,82.33,82.33,HIGH
100783,33,Male,205193284,Standard,4,4104632,Sedan,12,0,Yes,21679,0,Driver,1,83.33,83.33,HIGH
100784,25,Male,180637625,Basic,10,7267366,SUV,15,5,No,15270,1,Office Worker,1,86.67,86.67,HIGH
100785,55,Female,86664492,Standard,6,6484180,Pickup,1,5,No,20815,2,Driver,0,8.67,8.67,LOW
100786,29,Male,81526516,Standard,5,10460982,Sedan,12,1,No,24556,1,Student,1,79.67,79.67,HIGH
100787,41,Male,138738038,Standard,1,10843965,Motorcycle,1,2,Yes,16887,0,Teacher,1,87.67,87.67,HIGH
100788,45,Female,235631204,Basic,5,11508787,Motorcycle,2,0,Yes,38129,2,Office Worker,1,88.33,88.33,HIGH
100789,70,Male,152422906,Basic,5,9888860,SUV,12,1,Yes,26925,2,Student,1,89.0,89.0,HIGH
100790,25,Male,209976620,Standard,9,7782303,Pickup,2,2,No,15324,1,Engineer,1,78.33,78.33,HIGH
100791,45,Female,121973669,Premium,1,7034943,SUV,12,2,No,3723,0,Business Owner,1,92.33,92.33,HIGH
100792,53,Female,141805468,Standard,5,4715222,Hatchback,2,0,Yes,37315,0,Engineer,0,8.0,8.0,LOW
100793,43,Male,191538436,Standard,7,13641246,Motorcycle,3,1,No,11275,2,Driver,1,74.33,74.33,HIGH
100794,25,Male,45333128,Standard,6,8674499,Sedan,2,2,Yes,16405,0,Business Owner,1,82.67,82.67,HIGH
